scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
Mirae Asset Equity Savings Fund,1000,5000,0.43,573.0,4,Harshad Borawake,4.03,4.3,7.17,1.06,1.66,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,16.1,,90.47619047619048,90.47619047619048,33.33333333333333,28.57142857142857,66.66666666666667,High,4,Primary risk drivers: Volatility and Market Sensitivity.,90.47619047619048,71.42857142857143,76.19047619047619,80.47619047619048,1,75.0,79.73809523809524
Mirae Asset Focused Fund,1000,5000,0.59,8615.0,4,Gaurav Misra,3.4,2.4,16.34,0.92,1.47,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,28.4,,47.368421052631575,50.0,26.31578947368421,15.789473684210526,37.368421052631575,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,65.78947368421053,78.94736842105263,89.47368421052632,76.84210526315789,1,75.0,73.71052631578948
Mirae Asset Great Consumer Fund,1000,5000,0.5,1989.0,10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,27.2,14.0,6.41025641025641,27.564102564102566,17.94871794871795,29.48717948717949,17.564102564102562,Very Low,1,Primary risk drivers: Downside Risk and Market Sensitivity.,53.84615384615385,83.33333333333334,71.7948717948718,68.07692307692308,2,50.0,56.19230769230769
Mirae Asset Healthcare Fund,1000,5000,0.52,1505.0,5,Vrijesh Kasera,2.23,2.95,21.5,0.99,1.0,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,,80.76923076923077,96.7948717948718,85.25641025641025,78.84615384615384,84.4871794871795,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,38.46153846153847,16.025641025641026,22.435897435897438,26.923076923076923,2,50.0,40.769230769230774
Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,6952.0,8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,21.9,12.2,50.0,75.0,43.333333333333336,36.666666666666664,51.00000000000001,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,53.333333333333336,60.0,66.66666666666666,59.33333333333333,0,100.0,78.46666666666667
Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1,39.285714285714285,50.0,33.92857142857143,14.285714285714285,35.357142857142854,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,55.55555555555556,69.64285714285714,89.28571428571429,69.90079365079366,1,75.0,69.58134920634922
Mirae Asset Midcap Fund,1000,5000,0.58,8753.0,4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,35.0,,63.04347826086957,69.56521739130434,30.434782608695656,47.82608695652174,54.78260869565218,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,82.6086956521739,73.91304347826086,56.52173913043478,72.17391304347825,0,100.0,88.17391304347825
Mirae Asset Overnight Fund,1000,5000,0.11,632.0,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,,30.76923076923077,69.23076923076923,7.6923076923076925,7.6923076923076925,29.230769230769234,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,57.692307692307686,96.15384615384616,96.15384615384616,80.76923076923077,1,75.0,73.26923076923076
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9,25.0,55.00000000000001,50.0,45.0,40.0,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,40.0,55.00000000000001,60.0,50.5,0,100.0,73.15
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7,4.761904761904762,61.904761904761905,38.095238095238095,61.904761904761905,34.285714285714285,Low,2,Primary risk drivers: Market Sensitivity and Downside Risk.,30.952380952380953,66.66666666666666,42.857142857142854,45.238095238095234,1,75.0,57.26190476190476
Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3,78.43137254901961,93.13725490196079,37.254901960784316,20.588235294117645,61.568627450980394,High,4,Primary risk drivers: Market Sensitivity and Volatility.,70.58823529411765,64.70588235294117,81.37254901960785,72.05882352941177,1,75.0,73.23529411764706
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6,73.68421052631578,73.68421052631578,100.0,100.0,84.21052631578948,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,2,50.0,27.63157894736842
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,40.0,60.0,91.66666666666666,76.66666666666667,61.666666666666664,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,95.0,11.666666666666666,26.666666666666668,49.5,1,75.0,71.35
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,36.36363636363637,22.727272727272727,100.0,90.9090909090909,57.27272727272728,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,4.545454545454546,4.545454545454546,13.636363636363635,7.272727272727272,0,100.0,53.090909090909086
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,52.63157894736842,68.42105263157895,94.73684210526315,94.73684210526315,72.63157894736841,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,18.421052631578945,10.526315789473683,10.526315789473683,13.684210526315788,1,75.0,45.28947368421053
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,,45.83333333333333,18.75,31.25,50.0,38.33333333333333,Low,2,Primary risk drivers: Downside Risk and Volatility.,62.5,72.91666666666666,54.166666666666664,63.125,1,75.0,68.9375
Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,,9.090909090909092,25.757575757575758,100.0,96.96969696969697,48.18181818181819,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,4.545454545454546,3.0303030303030303,6.0606060606060606,4.545454545454546,0,100.0,52.27272727272727
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0,47.05882352941176,41.17647058823529,69.6078431372549,66.66666666666666,54.31372549019608,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,25.49019607843137,32.35294117647059,35.294117647058826,30.490196078431367,0,100.0,64.24509803921568
Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4,8.695652173913043,4.3478260869565215,4.3478260869565215,26.08695652173913,10.434782608695652,Very Low,1,Primary risk drivers: Downside Risk and Volatility.,71.73913043478261,100.0,78.26086956521739,82.17391304347827,2,50.0,64.0
Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234.0,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26.0,,25.0,41.66666666666667,26.666666666666668,8.333333333333332,25.33333333333334,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,71.66666666666667,76.66666666666667,95.0,80.16666666666667,1,75.0,75.88333333333333
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,,13.333333333333334,41.66666666666667,13.333333333333334,70.0,30.333333333333336,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,90.0,90.0,33.33333333333333,73.0,1,75.0,77.4
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,2.02,0.0,25.4,1.0,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,,100.0,75.0,98.33333333333333,83.33333333333334,91.33333333333334,Very High,5,Primary risk drivers: Volatility and Sharpe Risk.,20.0,5.0,20.0,15.5,2,50.0,33.65
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,,93.33333333333333,100.0,3.3333333333333335,46.666666666666664,67.33333333333333,High,4,Primary risk drivers: Market Sensitivity and Volatility.,96.66666666666667,100.0,56.666666666666664,85.66666666666667,1,75.0,82.53333333333333
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,1.67,-4.95,18.0,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,,80.0,15.0,98.33333333333333,100.0,74.66666666666667,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,6.666666666666667,5.0,3.3333333333333335,5.166666666666667,1,75.0,40.38333333333333
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,,96.66666666666667,41.66666666666667,6.666666666666667,76.66666666666667,63.66666666666668,High,4,Primary risk drivers: Volatility and Downside Risk.,100.0,96.66666666666667,26.666666666666668,77.0,1,75.0,80.6
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,10.869565217391305,47.82608695652174,100.0,100.0,53.913043478260875,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,0,100.0,52.17391304347826
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4,85.71428571428571,85.71428571428571,57.14285714285714,42.857142857142854,71.42857142857143,High,4,Primary risk drivers: Volatility and Market Sensitivity.,85.71428571428571,57.14285714285714,71.42857142857143,72.85714285714286,1,75.0,76.5
Navi Equity Hybrid Fund,500,10,0.42,82.0,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,,6.666666666666667,15.0,46.666666666666664,63.33333333333333,27.666666666666664,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,30.0,56.666666666666664,40.0,41.0,1,75.0,55.8
Navi Flexi Cap Fund,500,10,0.43,202.0,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,,40.909090909090914,43.18181818181818,36.36363636363637,31.818181818181817,38.63636363636364,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,59.09090909090909,68.18181818181817,72.72727272727273,65.9090909090909,1,75.0,69.0909090909091
Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7,16.666666666666664,18.75,18.75,56.25,25.416666666666664,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,54.166666666666664,85.41666666666666,47.91666666666667,61.666666666666664,1,75.0,66.83333333333333
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,28.57142857142857,7.142857142857142,3.571428571428571,39.285714285714285,21.42857142857143,Low,2,Primary risk drivers: Downside Risk and Volatility.,96.29629629629629,100.0,64.28571428571429,87.80423280423281,1,75.0,83.1005291005291
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,11.76470588235294,14.705882352941178,64.70588235294117,76.47058823529412,35.88235294117647,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,11.76470588235294,41.17647058823529,29.411764705882355,25.88235294117647,1,75.0,47.61764705882353
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,4.3478260869565215,26.08695652173913,95.65217391304348,78.26086956521739,41.73913043478261,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,100.0,8.695652173913043,26.08695652173913,50.434782608695656,0,100.0,85.13043478260869
Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7,36.36363636363637,72.72727272727273,15.909090909090908,13.636363636363635,35.0,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,81.81818181818183,88.63636363636364,90.9090909090909,86.5909090909091,1,75.0,79.8409090909091
Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1,42.10526315789473,50.0,26.31578947368421,26.31578947368421,37.36842105263158,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,57.89473684210527,78.94736842105263,78.94736842105263,70.52631578947368,1,75.0,70.23684210526316
Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,52.94117647058824,70.58823529411765,23.52941176470588,41.17647058823529,48.23529411764706,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,85.29411764705883,82.35294117647058,64.70588235294117,78.23529411764706,0,100.0,90.52941176470588
Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826.0,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,98.71794871794873,84.61538461538461,70.51282051282051,80.76923076923077,86.66666666666669,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,58.97435897435898,30.76923076923077,20.51282051282051,38.97435897435897,2,50.0,48.48717948717949
Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,20.51282051282051,40.38461538461539,14.102564102564102,3.8461538461538463,19.871794871794876,Very Low,1,Primary risk drivers: Market Sensitivity and Volatility.,62.82051282051282,87.17948717948718,97.43589743589743,80.51282051282051,2,50.0,61.717948717948715
Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0,5.555555555555555,5.555555555555555,5.555555555555555,22.22222222222222,8.88888888888889,Very Low,1,Primary risk drivers: Downside Risk and Volatility.,66.66666666666666,100.0,83.33333333333334,81.66666666666667,2,50.0,62.83333333333333
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,64.28571428571429,92.85714285714286,42.857142857142854,7.142857142857142,54.28571428571429,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,78.57142857142857,64.28571428571429,100.0,80.71428571428572,0,100.0,89.92857142857144
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.46,0.97,4.28,2.0,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,95.23809523809523,100.0,85.71428571428571,76.19047619047619,90.47619047619048,Very High,5,Primary risk drivers: Market Sensitivity and Volatility.,38.095238095238095,19.047619047619047,28.57142857142857,29.523809523809526,2,50.0,41.47619047619048
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,66.66666666666666,65.0,21.666666666666668,28.333333333333332,49.666666666666664,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,63.33333333333333,81.66666666666667,75.0,72.33333333333333,0,100.0,84.36666666666667
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3,61.904761904761905,47.61904761904761,71.42857142857143,59.523809523809526,60.476190476190474,High,4,Primary risk drivers: Sharpe Risk and Volatility.,38.095238095238095,33.33333333333333,45.23809523809524,38.80952380952381,1,75.0,56.76190476190476
Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1,71.42857142857143,100.0,85.71428571428571,71.42857142857143,80.0,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,71.42857142857143,28.57142857142857,42.857142857142854,50.0,2,50.0,54.285714285714285
Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9,100.0,100.0,52.63157894736842,10.526315789473683,72.63157894736842,High,4,Primary risk drivers: Volatility and Market Sensitivity.,89.47368421052632,52.63157894736842,94.73684210526315,80.0,1,75.0,79.39473684210526
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1,79.41176470588235,100.0,82.35294117647058,80.88235294117648,84.41176470588235,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,23.52941176470588,20.588235294117645,22.058823529411764,22.205882352941174,2,50.0,36.36764705882353
Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,56.52173913043478,63.04347826086957,34.78260869565217,34.78260869565217,49.1304347826087,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,56.52173913043478,69.56521739130434,69.56521739130434,64.34782608695652,0,100.0,80.6086956521739
Nippon India GSF – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,73.68421052631578,81.57894736842105,52.63157894736842,52.63157894736842,66.84210526315789,High,4,Primary risk drivers: Market Sensitivity and Volatility.,57.89473684210527,52.63157894736842,52.63157894736842,54.73684210526315,1,75.0,65.5
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4,5.88235294117647,5.88235294117647,11.76470588235294,17.647058823529413,9.411764705882353,Very Low,1,Primary risk drivers: Downside Risk and Sharpe Risk.,23.52941176470588,94.11764705882352,88.23529411764706,64.11764705882352,2,50.0,48.94117647058823
Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9,63.63636363636363,72.72727272727273,54.54545454545454,63.63636363636363,63.63636363636363,High,4,Primary risk drivers: Market Sensitivity and Volatility.,50.0,54.54545454545454,45.45454545454545,49.99999999999999,1,75.0,62.5
Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,3.23,-1.01,16.9,1.0,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0,60.0,75.0,58.333333333333336,60.0,62.66666666666667,High,4,Primary risk drivers: Market Sensitivity and Volatility.,40.0,45.0,43.333333333333336,42.5,1,75.0,58.25
Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9,16.666666666666664,41.66666666666667,71.66666666666667,43.333333333333336,38.0,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,71.66666666666667,31.666666666666664,60.0,56.16666666666667,1,75.0,68.68333333333334
Nippon India Large Cap Fund,100,100,1.01,12524.0,10,Sailesh Raj Bhan,3.01,2.97,17.74,1.0,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6,100.0,100.0,14.285714285714285,50.0,72.85714285714286,High,4,Primary risk drivers: Volatility and Market Sensitivity.,92.5925925925926,89.28571428571429,53.57142857142857,79.8941798941799,1,75.0,79.98677248677248
