scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
DSP Liquidity Fund,500,500,0.15,13582.0,10,Kedar Karnik,4.19,1.29,0.37,0.73,0.83,3,DSP Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,31.818181818181817,40.909090909090914,71.21212121212122,54.54545454545454,46.06060606060606,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,48.484848484848484,31.818181818181817,48.484848484848484,43.484848484848484,0,100.0,72.74242424242425
DSP Low Duration Fund,500,500,0.3,3340.0,8,Karan Mundhara,3.06,2.97,0.83,1.35,1.4,2,DSP Mutual Fund,2,Debt,Low Duration Funds,5.1,5.5,6.3,20.0,95.0,65.0,55.00000000000001,51.0,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,22.5,40.0,50.0,36.0,0,100.0,65.3
DSP Midcap Fund,500,500,0.77,13213.0,10,Vinit Sambre,2.26,-6.18,15.81,0.85,1.2,6,DSP Mutual Fund,2,Equity,Mid Cap Mutual Funds,-3.9,21.1,9.5,17.391304347826086,17.391304347826086,100.0,100.0,50.434782608695656,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,0,100.0,52.17391304347826
DSP Natural Resources & New Energy – Direct Growth,500,500,1.21,673.0,10,Rohit Singhania,2.31,21.48,23.46,0.43,1.39,6,DSP Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-0.7,44.3,12.0,94.87179487179486,1.282051282051282,48.717948717948715,74.35897435897436,62.820512820512825,High,4,Primary risk drivers: Volatility and Downside Risk.,96.15384615384616,52.56410256410257,26.923076923076923,62.30769230769232,1,75.0,75.42307692307693
DSP Nifty 50 Equal Weight Index Fund,500,500,0.4,498.0,5,Anil Ghelani,3.22,3.52,17.4,1.01,1.51,6,DSP Mutual Fund,3,Other,Index Funds,2.2,30.9,10.7,73.33333333333333,95.0,10.0,63.33333333333333,62.99999999999999,High,4,Primary risk drivers: Market Sensitivity and Volatility.,93.33333333333333,93.33333333333333,40.0,77.33333333333333,1,75.0,79.36666666666667
DSP Nifty 50 Index Fund,500,500,0.24,271.0,4,Anil Ghelani,3.43,-0.76,16.67,0.99,1.3,6,DSP Mutual Fund,3,Other,Index Funds,0.9,25.8,,30.0,41.66666666666667,41.66666666666667,33.33333333333333,35.333333333333336,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,55.00000000000001,61.66666666666667,70.0,61.5,1,75.0,66.95
DSP Nifty Next 50 Index Fund,500,500,0.32,227.0,4,Anil Ghelani,1.68,-4.59,17.93,0.97,0.97,6,DSP Mutual Fund,2,Other,Index Funds,-6.3,21.8,,76.66666666666667,3.3333333333333335,86.66666666666667,96.66666666666667,68.0,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,6.666666666666667,16.666666666666664,6.666666666666667,9.666666666666666,1,75.0,41.733333333333334
DSP Overnight Fund,500,500,0.06,2754.0,4,Kedar Karnik,0.73,0.67,0.34,0.47,0.12,1,DSP Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,30.76923076923077,92.3076923076923,19.230769230769234,19.230769230769234,38.46153846153847,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,57.692307692307686,84.61538461538461,84.61538461538461,73.84615384615384,1,75.0,71.19230769230768
DSP Regular Savings Fund,500,500,0.51,199.0,10,Vikram Chopra,2.68,2.26,4.28,0.61,1.55,3,DSP Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,3.0,10.8,6.0,52.94117647058824,55.88235294117647,52.94117647058824,82.35294117647058,59.41176470588236,Moderate,3,Primary risk drivers: Downside Risk and Market Sensitivity.,41.17647058823529,52.94117647058824,23.52941176470588,39.41176470588235,0,100.0,70.05882352941177
DSP Savings Fund,500,500,0.25,3903.0,10,Kedar Karnik,1.82,3.15,0.81,1.65,1.15,3,DSP Mutual Fund,2,Debt,Money Market Funds,5.0,5.3,5.9,100.0,100.0,76.47058823529412,91.17647058823529,93.52941176470588,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,61.76470588235294,29.411764705882355,14.705882352941178,37.94117647058824,2,50.0,48.73529411764706
DSP Short Term Fund,500,500,0.3,2821.0,10,Laukik Bagwe,1.75,4.96,1.67,2.51,0.96,2,DSP Mutual Fund,2,Debt,Short Duration Funds,4.1,6.1,6.7,38.095238095238095,85.71428571428571,57.14285714285714,57.14285714285714,55.23809523809524,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,30.952380952380953,47.61904761904761,47.61904761904761,40.95238095238095,0,100.0,68.47619047619048
DSP Small Cap Fund,500,500,0.9,8953.0,10,Vinit Sambre,3.38,4.28,18.67,0.86,1.78,6,DSP Mutual Fund,2,Equity,Small Cap Mutual Funds,0.7,38.9,12.5,68.0,76.0,84.0,86.0,76.4,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,40.0,20.0,18.0,27.4,1,75.0,53.72
DSP Strategic Bond Fund,500,500,0.47,481.0,10,Vikram Chopra,0.48,0.84,3.0,1.36,0.41,2,DSP Mutual Fund,3,Debt,Dynamic Bond,3.0,5.4,7.3,76.19047619047619,83.33333333333334,71.42857142857143,71.42857142857143,75.71428571428572,High,4,Primary risk drivers: Market Sensitivity and Volatility.,30.952380952380953,33.33333333333333,33.33333333333333,32.38095238095238,1,75.0,53.404761904761905
DSP Tax Saver Fund,500,500,0.81,10129.0,10,Rohit Singhania,3.19,2.57,16.3,0.94,1.51,6,DSP Mutual Fund,4,Equity,ELSS Mutual Funds,1.8,28.8,13.3,68.62745098039215,73.52941176470588,41.17647058823529,54.90196078431373,61.372549019607845,High,4,Primary risk drivers: Market Sensitivity and Volatility.,54.90196078431373,60.78431372549019,47.05882352941176,54.313725490196084,1,75.0,64.77450980392157
DSP Top 100 Equity Fund,500,500,1.27,2605.0,10,Abhishek Singh,2.98,-1.79,15.88,0.91,1.18,6,DSP Mutual Fund,1,Equity,Large Cap Mutual Funds,3.6,21.8,8.9,57.14285714285714,39.285714285714285,82.14285714285714,53.57142857142857,57.857142857142854,Moderate,3,Primary risk drivers: Sharpe Risk and Volatility.,22.22222222222222,21.428571428571427,50.0,30.317460317460316,0,100.0,63.53968253968254
DSP Ultra Short Fund,500,500,0.3,2736.0,10,Kedar Karnik,3.54,2.39,0.52,1.19,1.54,2,DSP Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,4.9,5.5,32.608695652173914,86.95652173913044,58.69565217391305,47.82608695652174,51.739130434782616,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,30.434782608695656,45.65217391304348,56.52173913043478,42.826086956521735,0,100.0,68.93478260869564
Edelweiss Aggressive Hybrid Fund,500,5000,0.36,469.0,10,Bharat Lahoti,3.83,5.57,11.66,0.79,1.72,6,Edelweiss Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,6.5,24.6,13.0,26.666666666666668,35.0,13.333333333333334,13.333333333333334,23.000000000000004,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,68.33333333333333,90.0,90.0,81.33333333333333,1,75.0,75.56666666666666
Edelweiss Arbitrage Fund,500,5000,0.37,5393.0,9,Bhavesh Jain,1.61,1.78,0.72,0.63,1.31,1,Edelweiss Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.8,5.0,5.7,65.9090909090909,81.81818181818183,15.909090909090908,18.181818181818183,49.54545454545455,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,95.45454545454545,88.63636363636364,86.36363636363636,90.68181818181817,0,100.0,96.29545454545455
Edelweiss Balanced Advantage Fund,500,5000,0.51,8780.0,10,Bhavesh Jain,3.31,2.1,9.71,0.67,1.48,6,Edelweiss Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,18.5,12.0,63.1578947368421,84.21052631578947,36.84210526315789,47.368421052631575,58.94736842105263,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,73.68421052631578,68.42105263157895,57.89473684210527,67.36842105263158,0,100.0,84.94736842105263
Edelweiss Banking & Psu Debt Fund,500,5000,0.26,355.0,10,Dhawal Dalal,0.78,6.29,3.68,3.18,0.55,3,Edelweiss Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,6.9,7.9,100.0,94.11764705882352,82.35294117647058,82.35294117647058,91.76470588235294,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,85.29411764705883,23.52941176470588,23.52941176470588,48.23529411764705,2,50.0,56.529411764705884
Edelweiss Equity Savings Fund,500,5000,0.7,258.0,8,Bharat Lahoti,3.22,2.41,5.29,0.79,1.53,4,Edelweiss Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,4.4,12.1,9.0,23.809523809523807,21.428571428571427,54.761904761904766,59.523809523809526,36.66666666666667,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,33.33333333333333,50.0,45.23809523809524,41.904761904761905,1,75.0,56.738095238095234
Edelweiss Flexi Cap Fund,500,5000,0.56,1056.0,8,Trideep Bhattacharya,3.41,1.91,16.02,0.92,1.46,6,Edelweiss Mutual Fund,3,Equity,Flexi Cap Funds,1.9,27.5,12.1,45.45454545454545,65.9090909090909,27.27272727272727,13.636363636363635,39.54545454545455,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,68.18181818181817,77.27272727272727,90.9090909090909,77.72727272727272,1,75.0,74.45454545454545
Edelweiss Govt Securities Fund,500,5000,0.66,119.0,9,Dhawal Dalal,1.63,1.77,2.77,0.61,0.88,3,Edelweiss Mutual Fund,5,Debt,Gilt Mutual Funds,4.3,6.8,8.2,36.84210526315789,47.368421052631575,5.263157894736842,5.263157894736842,26.315789473684212,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,100.0,100.0,100.0,100.0,1,75.0,87.5
Edelweiss Large & Mid Cap Fund,500,5000,0.6,1711.0,10,Abhishek Gupta,3.56,2.77,15.87,0.9,1.47,6,Edelweiss Mutual Fund,4,Equity,Large & Mid Cap Funds,1.2,27.8,13.2,41.66666666666667,45.83333333333333,52.083333333333336,12.5,38.75,Low,2,Primary risk drivers: Sharpe Risk and Market Sensitivity.,50.0,52.083333333333336,91.66666666666666,63.125,1,75.0,66.4375
Edelweiss Large Cap Fund,500,5000,0.93,399.0,10,Bharat Lahoti,3.25,0.95,15.71,0.93,1.4,6,Edelweiss Mutual Fund,4,Equity,Large Cap Mutual Funds,4.9,26.0,12.8,42.857142857142854,60.71428571428571,17.857142857142858,32.142857142857146,39.285714285714285,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,68.51851851851852,85.71428571428571,71.42857142857143,74.55026455026454,1,75.0,73.56878306878308
Edelweiss Liquid Fund,500,5000,0.15,1543.0,10,Rahul Dedhia,6.74,1.47,0.38,0.8,1.08,3,Edelweiss Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,4.4,5.4,63.63636363636363,93.93939393939394,12.121212121212121,6.0606060606060606,47.878787878787875,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,80.3030303030303,90.9090909090909,96.96969696969697,88.48484848484848,0,100.0,92.60606060606061
Edelweiss Long Term Equity Fund,500,500,0.69,209.0,10,Trideep Bhattacharya,3.18,0.61,15.73,0.9,1.39,6,Edelweiss Mutual Fund,3,Equity,ELSS Mutual Funds,0.9,25.6,10.2,37.254901960784316,50.98039215686274,60.78431372549019,57.84313725490197,48.82352941176471,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,29.411764705882355,41.17647058823529,44.11764705882353,37.35294117647059,0,100.0,67.08823529411765
Edelweiss Mid Cap Fund,500,5000,0.57,2530.0,10,Trideep Bhattacharya,3.85,2.21,17.63,0.96,1.73,6,Edelweiss Mutual Fund,4,Equity,Mid Cap Mutual Funds,4.9,35.5,14.0,78.26086956521739,86.95652173913044,39.130434782608695,13.043478260869565,59.1304347826087,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,86.95652173913044,65.21739130434783,91.30434782608695,81.73913043478262,0,100.0,91.91304347826087
Edelweiss Money Market Fund,500,5000,0.26,346.0,10,Dhawal Dalal,2.05,2.56,0.6,1.45,1.03,2,Edelweiss Mutual Fund,1,Debt,Money Market Funds,4.9,4.7,7.3,47.05882352941176,88.23529411764706,94.11764705882352,82.35294117647058,71.76470588235294,High,4,Primary risk drivers: Sharpe Risk and Market Sensitivity.,14.705882352941178,11.76470588235294,23.52941176470588,16.470588235294116,1,75.0,45.382352941176464
Edelweiss Overnight Fund,500,5000,0.1,480.0,4,Rahul Dedhia,0.08,0.63,0.33,0.47,0.01,1,Edelweiss Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,,7.6923076923076925,92.3076923076923,50.0,50.0,41.53846153846154,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,57.692307692307686,53.84615384615385,53.84615384615385,55.38461538461538,0,100.0,78.15384615384615
Edelweiss Recently Listed IPO Fund,500,5000,0.61,859.0,5,Bhavesh Jain,1.63,0.04,17.77,0.83,1.09,6,Edelweiss Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.8,24.3,10.9,47.43589743589743,58.333333333333336,76.92307692307693,98.71794871794873,65.76923076923077,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,29.48717948717949,24.358974358974358,2.564102564102564,19.871794871794872,1,75.0,49.35897435897436
Edelweiss Small Cap Fund,500,5000,0.6,1458.0,4,Sahil Shah,4.17,8.58,17.99,0.81,1.98,6,Edelweiss Mutual Fund,4,Equity,Small Cap Mutual Funds,3.0,42.5,,40.0,38.0,30.0,32.0,36.0,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,60.0,74.0,72.0,67.8,1,75.0,69.84
Franklin Build India Fund,500,5000,1.3,1184.0,10,Ajay Argal,3.18,8.05,19.06,0.71,1.6,6,Franklin Templeton Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,16.0,36.1,13.3,57.692307692307686,30.76923076923077,24.358974358974358,35.8974358974359,41.282051282051285,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,85.8974358974359,76.92307692307693,65.38461538461539,77.05128205128206,0,100.0,90.2948717948718
Franklin India Banking & PSU Debt Fund,500,5000,0.16,712.0,9,Umesh Sharma,1.06,3.72,1.74,1.87,0.7,2,Franklin Templeton Mutual Fund,2,Debt,Banking and PSU Mutual Funds,4.2,6.1,7.2,29.411764705882355,52.94117647058824,76.47058823529412,76.47058823529412,52.94117647058824,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,29.411764705882355,29.411764705882355,29.411764705882355,29.411764705882355,0,100.0,64.70588235294119
Franklin India Bluechip Fund,500,5000,1.01,6205.0,10,Anand Radhakrishnan,2.72,0.71,16.83,0.92,1.28,6,Franklin Templeton Mutual Fund,2,Equity,Large Cap Mutual Funds,-1.0,25.1,9.7,89.28571428571429,50.0,60.71428571428571,67.85714285714286,71.42857142857143,High,4,Primary risk drivers: Volatility and Downside Risk.,51.85185185185185,42.857142857142854,35.714285714285715,44.31216931216931,1,75.0,61.164021164021165
Franklin India Corporate Debt Fund,500,10000,0.21,748.0,10,Santosh Kamath,1.65,1.68,1.8,0.56,1.02,2,Franklin Templeton Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.4,6.3,7.0,33.33333333333333,11.11111111111111,44.44444444444444,50.0,34.44444444444444,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,27.77777777777778,61.111111111111114,55.55555555555556,46.111111111111114,1,75.0,56.88888888888889
Franklin India Debt Hybrid Fund,500,10000,0.57,246.0,10,Rajasa Kakulavarapu,2.98,1.26,3.89,0.59,1.42,4,Franklin Templeton Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.8,7.0,29.411764705882355,35.294117647058826,58.82352941176471,64.70588235294117,43.529411764705884,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,29.411764705882355,47.05882352941176,41.17647058823529,38.23529411764706,0,100.0,67.35294117647058
Franklin India Dynamic Asset Allocation FoFs-Dir-G,500,5000,0.46,1103.0,10,Rajasa Kakulavarapu,1.87,8.57,10.19,0.3,1.39,4,Franklin Templeton Mutual Fund,3,Other,FoFs Domestic,5.9,18.2,9.2,35.294117647058826,8.823529411764707,41.17647058823529,55.88235294117647,35.294117647058826,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,61.76470588235294,61.76470588235294,47.05882352941176,57.35294117647059,1,75.0,67.05882352941177
Franklin India Equity Advantage Fund,500,5000,1.37,2556.0,10,R Janakiraman,3.41,2.99,17.49,0.96,1.43,6,Franklin Templeton Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.9,27.7,9.2,87.5,89.58333333333334,64.58333333333334,35.41666666666667,72.91666666666667,High,4,Primary risk drivers: Market Sensitivity and Volatility.,45.83333333333333,39.58333333333333,68.75,50.83333333333333,1,75.0,61.916666666666664
Franklin India Equity Hybrid Fund,500,5000,1.2,1347.0,10,Rajasa Kakulavarapu,3.24,3.49,12.1,0.8,1.51,6,Franklin Templeton Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,22.5,11.0,43.333333333333336,45.0,33.33333333333333,46.666666666666664,42.333333333333336,Moderate,3,Primary risk drivers: Downside Risk and Market Sensitivity.,56.666666666666664,70.0,56.666666666666664,60.66666666666667,0,100.0,79.53333333333333
Franklin India Equity Savings Fund,500,5000,0.71,153.0,5,Rajasa Kakulavarapu,3.01,3.39,6.61,0.94,1.53,3,Franklin Templeton Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,4.8,14.0,,66.66666666666666,64.28571428571429,54.761904761904766,71.42857142857143,64.76190476190477,High,4,Primary risk drivers: Downside Risk and Volatility.,57.14285714285714,50.0,33.33333333333333,47.85714285714286,1,75.0,63.28571428571429
Franklin India Flexi Cap Fund,500,5000,1.1,9989.0,10,Anand Radhakrishnan,3.27,4.83,16.63,0.93,1.6,6,Franklin Templeton Mutual Fund,4,Equity,Flexi Cap Funds,3.8,31.1,12.0,77.27272727272727,75.0,15.909090909090908,36.36363636363637,56.36363636363636,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,81.81818181818183,88.63636363636364,68.18181818181817,79.77272727272728,0,100.0,90.29545454545456
Franklin India Floating Rate Fund,500,1000,0.21,311.0,10,Pallab Roy,2.6,2.33,0.84,0.75,1.58,2,Franklin Templeton Mutual Fund,4,Debt,Floater Mutual Funds,5.8,5.6,6.2,14.285714285714285,28.57142857142857,42.857142857142854,85.71428571428571,37.14285714285714,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,14.285714285714285,71.42857142857143,28.57142857142857,35.714285714285715,1,75.0,51.07142857142857
Franklin India Focused Equity Fund,500,5000,1.16,8022.0,10,Ajay Argal,3.17,3.6,18.62,0.98,1.43,6,Franklin Templeton Mutual Fund,4,Equity,Focused Funds,5.1,30.9,12.9,89.47368421052632,89.47368421052632,44.73684210526316,42.10526315789473,71.05263157894737,High,4,Primary risk drivers: Volatility and Market Sensitivity.,78.94736842105263,60.526315789473685,63.1578947368421,68.6842105263158,1,75.0,73.89473684210526
Franklin India G-Sec Fund,500,10000,0.57,121.0,10,Sachin Padwal Desai,0.04,-0.49,2.35,0.52,0.04,3,Franklin Templeton Mutual Fund,2,Debt,Gilt Mutual Funds,3.5,4.1,6.3,15.789473684210526,15.789473684210526,100.0,100.0,49.473684210526315,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,0,100.0,52.631578947368425
Franklin India Liquid Fund,500,10000,0.13,1511.0,10,Pallab Roy,4.44,1.34,0.38,0.74,0.9,2,Franklin Templeton Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.4,63.63636363636363,48.484848484848484,57.57575757575758,42.42424242424242,55.15151515151515,Moderate,3,Primary risk drivers: Volatility and Sharpe Risk.,48.484848484848484,45.45454545454545,60.60606060606061,51.21212121212122,0,100.0,75.06060606060606
Franklin India Multi-Asset Solution Fund,500,5000,0.44,45.0,8,Rajasa Kakulavarapu,0.34,5.14,12.82,-0.01,0.39,4,Franklin Templeton Mutual Fund,1,Other,FoFs Domestic,4.1,8.7,5.3,50.0,2.941176470588235,97.05882352941177,97.05882352941177,59.411764705882355,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,14.705882352941178,5.88235294117647,5.88235294117647,9.411764705882353,0,100.0,55.76470588235294
Franklin India NSE Nifty 50 Index Fund,500,5000,0.24,482.0,10,Varun Sharma,3.44,-0.79,16.58,0.99,1.3,6,Franklin Templeton Mutual Fund,3,Other,Index Funds,0.9,25.6,11.6,10.0,41.66666666666667,41.66666666666667,28.333333333333332,26.333333333333336,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,40.0,61.66666666666667,75.0,57.0,1,75.0,62.599999999999994
Franklin India Opportunities Fund,500,5000,1.79,657.0,10,R Janakiraman,3.45,4.7,16.65,0.92,1.58,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.9,31.0,11.5,39.1025641025641,80.76923076923077,28.205128205128204,24.358974358974358,42.30769230769231,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,67.3076923076923,73.07692307692307,76.92307692307693,71.92307692307692,0,100.0,85.03846153846155
Franklin India Overnight Fund,500,5000,0.1,152.0,4,Pallab Roy,-0.89,0.49,0.35,0.41,-0.18,1,Franklin Templeton Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,,73.07692307692307,7.6923076923076925,88.46153846153845,88.46153846153845,66.15384615384615,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,11.538461538461538,15.384615384615385,15.384615384615385,13.846153846153845,1,75.0,43.96153846153846
Franklin India Prima Fund,500,5000,1.06,7359.0,10,R Janakiraman,3.06,-4.41,17.67,0.96,1.36,6,Franklin Templeton Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.5,26.6,10.0,82.6086956521739,86.95652173913044,86.95652173913044,78.26086956521739,83.47826086956523,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,26.08695652173913,17.391304347826086,26.08695652173913,23.478260869565215,2,50.0,37.26086956521739
Franklin India Savings Fund,500,10000,0.1,1084.0,10,Umesh Sharma,3.34,2.67,0.63,1.29,1.5,2,Franklin Templeton Mutual Fund,3,Debt,Money Market Funds,5.3,5.2,6.1,64.70588235294117,64.70588235294117,64.70588235294117,70.58823529411765,65.88235294117648,High,4,Primary risk drivers: Downside Risk and Volatility.,47.05882352941176,41.17647058823529,35.294117647058826,41.76470588235294,1,75.0,59.44117647058824
Franklin India Smaller Companies Fund,500,5000,1.03,7308.0,10,R Janakiraman,3.36,7.03,17.83,0.81,1.91,6,Franklin Templeton Mutual Fund,2,Equity,Small Cap Mutual Funds,10.5,38.8,11.2,32.0,38.0,60.0,92.0,50.80000000000001,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,36.0,44.0,12.0,31.200000000000003,0,100.0,66.56
Franklin India Taxshield – Direct Growth,500,500,1.12,4584.0,10,R Janakiraman,3.21,2.88,16.91,0.95,1.49,6,Franklin Templeton Mutual Fund,3,Equity,ELSS Mutual Funds,4.9,29.3,11.4,80.3921568627451,82.35294117647058,48.03921568627451,51.9607843137255,68.62745098039215,High,4,Primary risk drivers: Market Sensitivity and Volatility.,63.725490196078425,53.92156862745098,50.0,56.666666666666664,1,75.0,67.24509803921569
Franklin India Technology Fund,500,5000,1.22,712.0,10,Anand Radhakrishnan,1.91,3.66,19.22,0.73,1.24,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-11.9,29.9,15.9,60.256410256410255,34.61538461538461,63.46153846153846,96.15384615384616,62.94871794871795,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,61.53846153846154,37.82051282051282,5.128205128205128,37.5,1,75.0,61.05769230769231
HDFC Arbitrage Fund,100,100,0.43,5886.0,9,Arun Agarwal,0.99,1.24,0.7,0.5,0.82,1,HDFC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.6,4.5,5.2,36.36363636363637,29.545454545454547,56.81818181818182,56.81818181818182,43.18181818181819,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,40.909090909090914,47.72727272727273,47.72727272727273,45.00000000000001,0,100.0,71.68181818181819
HDFC Balanced Advantage Fund,100,100,0.88,51042.0,10,Gopal Agrawal,3.38,7.38,14.82,0.88,1.6,6,HDFC Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,14.4,29.3,12.9,100.0,100.0,15.789473684210526,42.10526315789473,71.57894736842105,High,4,Primary risk drivers: Volatility and Market Sensitivity.,100.0,89.47368421052632,63.1578947368421,85.78947368421052,1,75.0,83.23684210526315
HDFC Banking and PSU Debt Fund,100,100,0.39,4805.0,9,Anil Bamboli,1.74,3.4,2.02,1.06,0.98,2,HDFC Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.3,6.8,7.2,58.82352941176471,11.76470588235294,41.17647058823529,47.05882352941176,43.529411764705884,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,67.64705882352942,64.70588235294117,58.82352941176471,64.11764705882354,0,100.0,82.76470588235294
HDFC Capital Builder Value Fund,100,100,1.04,5227.0,10,Gopal Agrawal,3.26,3.69,16.41,0.95,1.53,6,HDFC Mutual Fund,2,Equity,Value Funds,-0.7,33.7,11.3,53.84615384615385,61.53846153846154,50.0,53.84615384615385,54.61538461538461,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,84.61538461538461,57.692307692307686,53.84615384615385,67.3076923076923,0,100.0,87.11538461538461
HDFC Children’s Gift Fund,100,100,0.96,6157.0,10,Chirag Setalvad,4.11,7.62,11.58,0.76,1.87,6,HDFC Mutual Fund,0,Solution Oriented,Childrens Funds,10.5,26.8,12.9,37.5,37.5,12.5,12.5,27.5,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,87.5,100.0,100.0,95.0,1,75.0,83.5
HDFC Corporate Bond Fund,100,100,0.32,23486.0,10,Anupam Joshi,1.59,1.91,2.19,0.94,0.99,3,HDFC Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.9,7.3,77.77777777777779,88.88888888888889,50.0,55.55555555555556,70.0,High,4,Primary risk drivers: Market Sensitivity and Volatility.,77.77777777777779,55.55555555555556,50.0,62.777777777777786,1,75.0,71.88888888888889
HDFC Credit Risk Debt Fund,100,100,0.95,8437.0,9,Shobhit Mehrotra,1.5,2.63,2.56,-0.52,1.3,4,HDFC Mutual Fund,3,Debt,Credit Risk Funds,4.6,8.0,7.7,28.57142857142857,50.0,35.714285714285715,64.28571428571429,41.42857142857143,Moderate,3,Primary risk drivers: Downside Risk and Market Sensitivity.,53.57142857142857,71.42857142857143,42.857142857142854,55.714285714285715,0,100.0,77.42857142857144
HDFC Dynamic Debt Fund,100,100,0.49,527.0,10,Anil Bamboli,2.3,2.71,3.62,0.55,0.79,3,HDFC Mutual Fund,4,Debt,Dynamic Bond,4.6,7.3,6.1,85.71428571428571,4.761904761904762,28.57142857142857,14.285714285714285,43.8095238095238,Moderate,3,Primary risk drivers: Volatility and Sharpe Risk.,80.95238095238095,76.19047619047619,90.47619047619048,82.38095238095238,0,100.0,90.9047619047619
